,equity
2014-04-30,242767.27302852244
2014-05-01,242447.01363851246
2014-05-02,242843.77970411
2014-05-05,243637.3527860802
2014-05-06,240229.9739322823
2014-05-07,241303.98251630482
2014-05-08,238565.88300229725
2014-05-09,240013.9454040688
2014-05-12,245544.40514661488
2014-05-13,245345.59529878316
2014-05-14,243397.8027410668
2014-05-15,240759.03861047444
2014-05-16,239724.9103708428
2014-05-19,241967.45686723408
2014-05-20,239399.8844747704
2014-05-21,242192.25516893086
2014-05-22,243692.83994104085
2014-05-23,246699.8814296883
2014-05-27,249855.25013066945
2014-05-28,249667.76523305592
2014-05-29,251683.52745629963
2014-05-30,250825.66968919453
2014-06-02,251294.91763918113
2014-06-03,251093.8502868862
2014-06-04,252582.64921180916
2014-06-05,254167.31977121544
2014-06-06,255555.72626487922
2014-06-09,255317.6454343052
2014-06-10,254976.73300401878
2014-06-11,254815.3031820507
2014-06-12,251667.41795293998
2014-06-13,252789.62174265098
2014-06-16,254064.03375904274
2014-06-17,256271.4304508419
2014-06-18,257530.85785762977
2014-06-19,258546.55082695198
2014-06-20,259562.59976808738
2014-06-23,259973.0278825016
2014-06-24,257341.19408313942
2014-06-25,259027.7310113163
2014-06-26,258895.4922374935
2014-06-27,259154.09305469703
2014-06-30,259898.26398842048
2014-07-01,262381.22090815054
2014-07-02,261526.73104237064
2014-07-03,262846.02332161414
2014-07-07,259436.09441612705
2014-07-08,255734.63940237506
2014-07-09,256877.76221846088
2014-07-10,255407.7579250191
2014-07-11,255525.6754612778
2014-07-14,257520.11359976276
2014-07-15,256143.84599159702
2014-07-16,256506.03950451358
2014-07-17,252880.9241380547
2014-07-18,257789.8322591637
2014-07-21,257626.31562899097
2014-07-22,259868.97030971988
2014-07-23,260396.93445251926
2014-07-24,261275.68743227466
2014-07-25,260344.9819669579
2014-07-28,260338.35286091312
2014-07-29,259754.06755875095
2014-07-30,260987.3870148514
2014-07-31,254838.03395365222
2014-08-01,254162.257104618
2014-08-04,256593.34723923868
2014-08-05,254349.8523251838
2014-08-06,254505.4927165336
2014-08-07,253605.47905514902
2014-08-08,255743.91443799203
2014-08-11,257723.0479624099
2014-08-12,256925.23341773218
2014-08-13,260803.9517328567
2014-08-14,261692.2280027694
2014-08-15,263221.4175646133
2014-08-18,265774.3012435264
2014-08-19,267736.1735179252
