,equity
2021-04-27,3917316.60230761
2021-04-28,4023851.239717691
2021-04-29,3944513.1733722994
2021-04-30,4213954.066297848
2021-05-01,4514163.242461332
2021-05-02,4398435.765434281
2021-05-03,4737927.896528701
2021-05-04,4638169.343179765
2021-05-05,5306111.322094002
2021-05-06,5108591.850911444
2021-05-07,5159574.7807980515
2021-05-08,5299733.272975482
2021-05-09,5136292.925740275
2021-05-10,4743414.298156366
2021-05-11,5085109.759449453
2021-05-12,4382953.242877453
2021-05-13,4534777.191577211
2021-05-14,4829200.242351757
2021-05-15,4467979.366592048
2021-05-16,4502638.913414972
2021-05-17,4352690.83184352
2021-05-18,4686678.611435993
2021-05-19,3237687.6287380084
2021-05-20,3730778.670633733
2021-05-21,3175957.700570033
2021-05-22,2865035.4616475077
2021-05-23,2565666.8452263214
2021-05-24,2921944.0318561457
2021-05-25,2875177.041678157
2021-05-26,2960448.028955651
2021-05-27,2856558.8238377925
2021-05-28,2700623.9991877987
2021-05-29,2628811.7530231983
2021-05-30,2705937.916662047
2021-05-31,2860967.887270135
2021-06-01,2854934.4660124914
2021-06-02,2899358.4876229293
2021-06-03,2928229.233842823
2021-06-04,2841589.9480688917
2021-06-05,2796220.086387517
2021-06-06,2819398.3483287836
2021-06-07,2718937.368964045
2021-06-08,2716527.2062243326
2021-06-09,2768346.1694965195
2021-06-10,2702292.849884863
2021-06-11,2634035.264590084
2021-06-12,2618656.4852963747
2021-06-13,2713317.5392238097
2021-06-14,2728436.8435110073
2021-06-15,2751536.8581862943
2021-06-16,2658454.0052822856
2021-06-17,2657247.9324870836
2021-06-18,2580197.182767179
2021-06-19,2549276.2322310405
2021-06-20,2567485.976322539
2021-06-21,2326780.96830137
2021-06-22,2334276.4874289646
2021-06-23,2407037.7241978464
2021-06-24,2422271.030049558
2021-06-25,2320153.2608000464
2021-06-26,2333979.215203313
2021-06-27,2402406.5565789584
2021-06-28,2418849.5569949104
2021-06-29,2474770.8363301666
2021-06-30,2487380.4064335893
2021-07-01,2421125.934040537
2021-07-02,2427177.8081122655
2021-07-03,2451658.1598846805
2021-07-04,2476992.4806568106
2021-07-05,2427647.537418686
2021-07-06,2484906.472488114
2021-07-07,2486396.4086427432
2021-07-08,2413283.6561930813
2021-07-09,2433315.908649861
2021-07-10,2411840.0366665144
2021-07-11,2426299.9527594815
2021-07-12,2387318.503138205
2021-07-13,2341954.9521845635
2021-07-14,2341046.0000586663
2021-07-15,2307881.293057566
2021-07-16,2263387.476471484
2021-07-17,2263007.9080459843
2021-07-18,2268731.386283624
2021-07-19,2215006.8125071195
2021-07-20,2170205.9590510856
2021-07-21,2278205.201569875
2021-07-22,2310297.7953720475
2021-07-23,2354546.298406525
2021-07-24,2364935.8141877414
2021-07-25,2372459.914239162
2021-07-26,2402147.4260520698
2021-07-27,2426029.5221809847
2021-07-28,2432071.1520747044
2021-07-29,2473784.9309743396
2021-07-30,2521333.308513883
2021-07-31,2558792.7690681163
2021-08-01,2525715.4074866767
2021-08-02,2534992.8387241857
2021-08-03,2498045.1787913
2021-08-04,2588543.7368467543
2021-08-05,2634305.4176543453
2021-08-06,2672898.5416084207
2021-08-07,2746777.054890367
2021-08-08,2673141.136188047
2021-08-09,2737331.7637588233
2021-08-10,2746298.7229626104
2021-08-11,2803647.1303294622
2021-08-12,2752939.4808029616
2021-08-13,2896109.1323947855
2021-08-14,2936993.924799394
2021-08-15,2947327.3191076163
2021-08-16,2947986.655863613
2021-08-17,2878317.4076357298
2021-08-18,2919626.8985247226
2021-08-19,2994220.4498830945
2021-08-20,3065041.9837705623
2021-08-21,3016883.999019351
2021-08-22,3016130.905047258
2021-08-23,3036724.4431663146
2021-08-24,2965702.7852251944
2021-08-25,2951717.898910451
2021-08-26,2862039.9859807207
2021-08-27,3015246.0990163907
2021-08-28,3019815.1375328787
2021-08-29,2996012.1263499437
2021-08-30,2976723.797778454
2021-08-31,3041925.905371688
2021-09-01,3131109.650867928
2021-09-02,3181067.8248966946
2021-09-03,3244748.955633364
2021-09-04,3224506.1543298126
2021-09-05,3291068.6825718773
2021-09-06,3325768.5158542898
2021-09-07,3077068.4148435895
2021-09-08,3100115.4276832407
